,RegionName,1_month_Change,1_quarter_change,1_year_change
45,92345.0,-19.069740557470062,-22.198433344501584,-29.833305789790156
46,77479.0,-26.904220223603144,-30.989029319618677,-41.93495052805505
47,91911.0,-37.3684659110001,-43.072614511085035,-57.647301506064814
48,30043.0,-16.27444982762204,-18.81847595231339,-25.5028066857626
49,11223.0,-43.255582518510494,-49.78174794734359,-66.58281378004106
50,78613.0,-22.149623642501027,-25.81238545433764,-35.34976764475765
51,11230.0,-39.139251876913775,-45.0146918035902,-60.09554857946707
52,60647.0,-23.357732334629755,-26.993928890225558,-36.85876238190854
53,93033.0,-34.58788307325346,-39.9070077779311,-53.19896128680748
54,95076.0,-38.83236775352503,-44.8533883524021,-60.334131638231405
55,92154.0,-36.814502715150304,-42.34491333369833,-56.80078084152111
56,77429.0,-11.766976803451305,-13.690063405508132,-18.92787841381421
57,10458.0,0.6208317180026259,0.3153356164218145,-1.3878278186872015
58,92376.0,-27.08584868320508,-31.578136254289358,-42.303572012056236
59,60804.0,11.65827364248366,13.470981863882761,18.315777819631055
60,11377.0,-26.386295829748345,-30.387316907642738,-40.62104128681887
61,79938.0,15.397475181520166,17.648923923301293,23.010629322435904
62,92804.0,-40.976712058880835,-47.290322258526835,-62.87766658593332
63,91710.0,-36.726915215177655,-42.567389040989546,-56.90560012372168
64,93722.0,-13.840847609623914,-16.022049768960734,-21.79685167111376
65,94112.0,-44.1752693375879,-51.18408216297248,-68.24245948021527
66,99301.0,-15.37151451591078,-17.8439413849038,-24.501458606388244
67,11235.0,-29.557414321911093,-33.72766183128751,-44.75144108044036
68,60632.0,7.869092572703719,9.221665280177662,12.697455708836959
69,77584.0,-12.689083601242402,-14.699962824211848,-20.010018668825403
70,11229.0,-36.30842182508979,-41.81615360247879,-56.07239262598935
71,95823.0,-18.232402058485935,-21.066168206915492,-28.585117855458765
72,60617.0,47.22103959360048,54.9054520784153,73.78896383360252
73,22193.0,-23.63068062557936,-27.180054836399822,-36.1846090838041
74,11233.0,-40.33256961695261,-46.2083308475952,-61.916023318147005
75,75217.0,29.219903908981898,33.69190363712946,44.258586114958355
76,10453.0,-27.07761182464305,-31.15774092708026,-42.644203768038594
77,27587.0,-25.499931857686295,-29.47094544066962,-39.83500191119134
78,73099.0,9.529455944274511,10.84019194218882,13.975217876814254
79,77379.0,-10.058946389048144,-11.705240196275996,-16.22203404231505
80,96706.0,-38.35495495653892,-44.565457783492434,-60.32724554152762
81,11204.0,-43.83617872279996,-50.3529285477357,-67.41305208362496
82,37042.0,5.6718301673932245,6.385888619328412,7.993590155217085
83,85142.0,-29.034511596330294,-33.67803038433579,-45.575842565979016
84,30024.0,-31.421958243606507,-36.173846160482675,-48.440361539010674
85,10468.0,15.354262181735612,17.916258912345842,23.180560277108206
86,79928.0,13.932435786932146,16.069280274318956,21.031445682400765
87,95035.0,-49.44917547557438,-57.080161355688716,-75.46818101111673
88,91744.0,-34.99450862812252,-40.6158224663598,-54.08520377931169
89,60608.0,-4.649690972391063,-5.44657340498236,-8.403394565132531
90,11355.0,-28.778803222288424,-33.19490251720168,-44.44280368494386
91,92509.0,-31.477980102576986,-36.32203071223147,-48.70370400492146
92,11203.0,-34.73108347702689,-40.03743524559886,-53.59800624691573
93,93257.0,-2.264272772777521,-2.6057209693423125,-3.7483267760166346
94,93550.0,-20.271423573626716,-23.64248087068168,-31.84485706339508
95,60625.0,-10.710734973449705,-12.435269402441142,-17.054060065699055
96,10457.0,-16.821665767418548,-19.747987346393675,-27.860481866756356
97,92592.0,-37.24886436719898,-42.958189321163665,-57.509591375153256
98,60623.0,29.604281023248344,34.23288903844565,46.04136921317239
99,95630.0,-36.956830164239285,-42.74072292945291,-57.36245003265143
100,28269.0,-9.394212723945378,-11.025148105541904,-15.442360978862585
101,92880.0,-42.236878651868324,-48.648274259052734,-64.8468514306464
102,94544.0,-40.15684752346269,-46.32607342634246,-61.80710801003501
103,90706.0,-37.01127201150127,-43.113191088487056,-57.5708926416717
104,78641.0,-19.174859470468206,-22.427733871135576,-30.94965994295186
105,93535.0,-18.701807527861973,-21.84032115491668,-29.265334690097294
106,77459.0,-14.28049390185283,-16.588411585210295,-22.77616545975433
107,10469.0,-32.635836482304896,-37.39591377194298,-50.23633805718356
108,92704.0,-39.962114934614476,-46.077710511923364,-60.98379400313645
109,93274.0,-6.580232717423353,-7.736623511670869,-10.669656472901421
110,11218.0,-39.66729851099691,-45.70922975968847,-61.025091145556
111,75035.0,-33.43982374052357,-38.57527979517915,-52.190825991926104
112,11212.0,-30.169498573872048,-34.83268753832464,-47.35118318190048
113,10462.0,24.82791283977945,29.13035551899169,38.28430552930246
114,91335.0,-38.1810886632685,-44.43366876005529,-59.2519665361174
115,27610.0,-3.5382280161788553,-4.280363285858513,-6.527797398216374
116,60634.0,-7.759587870248342,-8.76862444907983,-11.718112985548602
117,30349.0,8.569393550150572,9.616128268800393,11.685438507459773
118,94533.0,-26.709755947940693,-30.878012869849552,-41.87362165808985
119,28027.0,-15.796547293598897,-18.269117808015153,-24.844493825011025
120,34787.0,-28.889884760227304,-33.466311305468885,-45.35308153380674
121,76244.0,-12.988013121249967,-15.216657665871995,-21.143251089698573
122,77083.0,7.67266711582768,8.69757823706073,11.176135344080578
123,10002.0,-41.19511746539348,-47.85146792053934,-64.61042911969018
124,23464.0,-13.119209508455807,-15.068485384460631,-20.242502179111646
125,76063.0,-17.772165439428875,-20.69009071603825,-28.4602877042858
126,10466.0,-31.047379604282046,-35.61411551382793,-47.88342881992715
127,11375.0,-23.11705333340857,-26.76988157941201,-36.165219172986646
128,98052.0,-48.179986832672654,-55.36957568741542,-73.32552402705016
129,34953.0,-15.348425431406035,-17.917566325001648,-24.64817232084411
130,33024.0,-22.090237196599407,-25.553615914728546,-34.68191025970378
131,33411.0,-22.79778227512283,-26.463191798825854,-35.9296388743297
132,75002.0,-21.699482906026525,-25.17612926792472,-34.42426849398055
133,79912.0,0.8208038733939104,1.0532736538382808,1.037076422617491
134,93536.0,-26.779604108236587,-31.120226429469913,-41.75797099483312
135,91709.0,-42.59452920179863,-49.26971532512953,-65.75191648092415
136,91910.0,-39.23640030285557,-45.216696308029356,-60.58647920123307
137,98012.0,-43.31191688599013,-49.78655351641195,-66.23210556693188
138,94513.0,-38.65022804117118,-44.63725434258681,-60.01115040419756
139,11691.0,-32.46475159073059,-37.38038252628109,-50.298908293305175
140,75211.0,18.45835887898211,21.328228950913545,27.47395396552071
141,85225.0,-20.00806045835003,-23.21083152738732,-31.65013329236011
142,30040.0,-29.699128019129,-34.26051768443686,-46.1972906609675
143,93727.0,-16.601239939651947,-19.109546663746766,-25.90112158827975
144,89108.0,-9.986724532688724,-11.511683025116037,-15.244270850500797
145,91706.0,-34.663205915964426,-40.295417082506376,-53.56008110104037
146,90003.0,-29.325764956273126,-34.40825589651594,-46.14930053731169
147,22191.0,-22.07887568824744,-25.40629306451568,-33.917186011641505
148,92126.0,-43.8754328221124,-50.29501582598498,-66.93859087991005
149,19120.0,53.58702554495761,61.690124669476766,82.78594340709363
150,30041.0,-32.20126193191274,-37.089407097290746,-49.9751427230643
151,76028.0,-6.403988109434656,-7.605895695352764,-10.84984812506235
152,30052.0,-14.411685697005973,-16.644447745651767,-22.672932561396024
153,80013.0,-22.668018522649483,-26.346216229608004,-35.88357903625991
154,11215.0,-47.13898281608516,-54.50640838623479,-73.16604058095851
155,75228.0,4.49150780073154,5.1770396949638045,6.016027382602772
156,20002.0,-31.65618587053341,-36.742159112373216,-50.255309444722265
157,37211.0,-14.323752514327621,-16.66519076630343,-22.938518890189737
158,60085.0,27.512313619675272,31.881595296029182,43.11305512516254
159,76179.0,-3.2999183626501183,-4.124370554809729,-6.3514470281896145
160,77407.0,-13.03475307234554,-15.089716073674683,-20.83526421204254
161,60657.0,-18.343167605271955,-21.26644350829583,-28.525951273896208
162,30047.0,-14.768210559217893,-17.033331859201198,-23.129845649652662
163,33025.0,-15.946704011643156,-18.55181971961469,-25.551075511023882
164,10463.0,-3.954952582547785,-4.348885573855086,-6.365812054102119
165,33311.0,-9.908724007253118,-11.518349272623022,-15.892478447656979
166,96797.0,-39.64612257479138,-45.9035148445855,-61.86834615232801
167,92553.0,-25.087577142613537,-29.016133079288704,-38.839918524393156
168,11209.0,-36.14119603097387,-41.64910596604848,-55.67097198134064
169,14850.0,-15.233487521134853,-17.617410980912148,-23.549687630654812
170,93306.0,-7.336018922837696,-8.430115174466138,-11.308134097825503
171,80015.0,-27.78559742566844,-32.282682539739206,-43.765465749632305
172,77095.0,-5.220901858336102,-6.166631165890199,-8.899967470147537
173,30127.0,-9.944678030879645,-11.622439353857217,-16.107090892323313
174,28277.0,-30.03647865230896,-34.62259320453152,-46.24798338565147
175,89031.0,-16.165941868785254,-18.664448213559837,-25.050170601217985
176,20906.0,-18.9614626173755,-21.869394488894297,-29.56483108109047
177,95747.0,-33.39039369009407,-38.60424277386111,-51.90640906869427
178,94536.0,-50.00594876218896,-57.45703625737898,-75.89269241519528
179,92563.0,-34.62497775884963,-39.91721730334932,-53.620904183893664
180,45011.0,-7.359386907180596,-8.486953221856268,-11.551987688190376
181,97229.0,-36.2215594602795,-41.99320660490324,-56.86774074858523
182,90255.0,-31.822520629128686,-37.17472460087277,-49.87095857752224
183,92105.0,-34.5124840561305,-39.70220830639611,-53.279137569620566
184,60614.0,-27.72169633209088,-32.03074639618879,-42.81889596784577
185,92021.0,-37.26800996803183,-42.92598588735918,-57.56484058891151
186,91730.0,-33.60994203229996,-39.00126900073011,-52.23190760520175
187,60620.0,46.21301658839769,53.51113160512493,72.03402344101443
188,33023.0,-20.747382024442256,-23.93001832952965,-32.293610205191186
189,94110.0,-46.413064308958276,-53.747134506162915,-72.0849545777695
190,7055.0,-24.434692649695812,-28.061328186109954,-37.19374168881545
191,77450.0,-12.551710174680087,-14.548278240054593,-20.000316969988695
192,11213.0,-41.74515596074637,-48.06189590183501,-64.75865197903657
193,94509.0,-27.78681173833321,-32.2567833841587,-43.57112703200502
194,93065.0,-39.54547583656073,-45.632384415144514,-60.97199495779232
195,95687.0,-29.036713968131924,-33.617945828330626,-45.5762085418701
196,11201.0,-46.354781309636216,-53.47176969233483,-71.64947664579859
197,92882.0,-37.554346713296106,-43.31988980043302,-57.866855962613364
198,7305.0,-25.674024389262183,-29.167224739902178,-38.7177007879925
199,19124.0,55.691197028477944,64.07778106699251,85.49568569353063
200,94558.0,-40.89665068050189,-47.36421799464772,-63.5542048318638
201,94538.0,-48.970598728287186,-56.25987557942992,-74.1477708600013
202,37075.0,-23.537020252712804,-27.26415486784749,-36.9595409113838
203,91766.0,-32.96125153226562,-38.35498010726576,-51.027573611770066
204,92805.0,-39.27591216596475,-45.389770954203684,-60.383570562830805
205,78254.0,-0.8733163813477978,-1.3183862525367709,-2.6005133674108305
206,60641.0,-11.992482847643771,-13.693060501107741,-18.29971476555552
207,33012.0,-14.31819832474864,-16.606795831104836,-22.22951105617065
208,33015.0,-17.879886421742004,-20.677083943626265,-27.689849115831898
209,90631.0,-40.91574272595425,-47.28099373146686,-62.92240182495129
210,80134.0,-34.060852704210504,-39.449723217535826,-53.167105067659236
211,33186.0,-26.981639835632166,-31.03156290166176,-41.561934288861906
212,30281.0,0.46355262316766027,0.26710651230018745,-0.398379692384398
213,28078.0,-26.394005611806527,-30.47924999829312,-40.958371258612544
214,60640.0,0.39726949400446804,0.3147417534320398,0.3959587627728747
215,32218.0,0.6095799135223763,0.5001863938215412,-0.3093945049710383
216,85032.0,-19.834577493430952,-23.152856753306807,-31.610696382280242
217,10977.0,-39.97594861194436,-45.88520026983267,-60.998668355169556
218,11210.0,-39.84796169285081,-45.91634881182776,-61.58865604473225
219,2301.0,-23.795712098855617,-27.44171571047987,-36.74688427377293
220,90026.0,-44.37170406856028,-51.97828393243521,-70.10955028139846
221,94587.0,-47.64489191317392,-54.781807779905684,-72.59327421447588
222,32828.0,-22.50381387089283,-26.08419964100742,-35.47264263698208
223,85326.0,-11.516356003608573,-13.50913928542924,-18.685420444371424
224,92801.0,-39.31226908024465,-45.36544674131344,-60.522075672789875
225,11372.0,-14.303666572417205,-16.80577678768032,-23.301642949013583
226,34711.0,-18.84159222680979,-21.80330523144191,-29.75148469300856
227,95624.0,-32.52560973766068,-37.50211079309578,-50.436878787319074
228,75067.0,-10.931748831261404,-12.769567947780613,-17.745708874081412
229,91402.0,-34.19670850271261,-40.08821405515445,-53.63120184692384
230,11432.0,-39.47605663189409,-45.346042124374726,-60.790839635805284
231,89115.0,-4.329806325283099,-4.9387335702566375,-6.4588778598414756
232,10027.0,-36.634857398519934,-42.46267259263074,-57.39667463170085
233,10472.0,-32.21720632537794,-37.06836647927452,-49.592562525268505
234,77036.0,48.47066045181558,55.50957505138421,73.18294471897856
235,19111.0,4.141293546653623,4.926515021973622,6.523030271045238
236,21234.0,2.580611655040117,2.991705010340322,3.5081230417818987
237,7087.0,-25.59874032748708,-28.904626799398077,-37.990265200403925
238,95123.0,-48.739216864659106,-56.298423348007375,-74.30149465439591
239,92114.0,-36.18610091657595,-41.62541450195671,-55.79943170626359
240,11746.0,-36.692143574236894,-42.02803163436551,-56.26445543731762
241,94541.0,-38.63917909803793,-44.68877189361382,-59.88468927409615
242,23462.0,-0.9250058571460451,-1.030497060748839,-1.4959194780919878
243,75068.0,-17.081922134943554,-19.922638738091102,-27.433070546492623
244,20011.0,-31.54290526143385,-36.69648845629677,-50.17601014697455
245,32822.0,5.27272619765232,5.905316382260007,7.055573958713879
246,32765.0,-23.495967768633296,-27.24873792773199,-37.00828175501994
247,89121.0,-9.539173167845565,-11.038944521009828,-14.639874512109976
248,30004.0,-36.13314797732192,-41.61597632695778,-55.83156552032731
249,85204.0,-14.156186961273976,-16.523441880384542,-22.687685384045206
250,48197.0,-5.894526952402552,-6.74008233046242,-9.156021285148027
251,30022.0,-32.948439083042686,-38.017621001629855,-51.01532765874995
252,33157.0,-32.07145579989636,-36.89866427067437,-49.0002260778727
253,90262.0,-32.94217953827928,-38.401101867812024,-51.208683700551205
254,43081.0,-7.97784729725578,-9.157044573396995,-12.590978209541138
255,84096.0,-29.943085402310718,-34.69508889473654,-46.716843608729484
256,75243.0,-1.4376467412225098,-1.734803991439336,-3.127033253141742
257,84015.0,-19.304854463467272,-22.468326181220807,-30.48328342246664
258,89110.0,-9.334127515222333,-10.768695725271211,-14.347182619171258
259,90037.0,-32.6890487231086,-38.24792079299165,-51.24003319675554
260,75098.0,-17.879084835281116,-20.804044081617896,-28.710007026832155
261,11211.0,-44.26815738553094,-50.942317094000266,-68.89270459830348
262,60628.0,63.26481481760175,73.35865067745061,98.98752618966115
263,32210.0,18.134358913688935,20.838019123184598,26.684042648136064
264,92407.0,-26.897191164538803,-31.365677919108588,-42.11895733517375
265,10312.0,-35.05900102286202,-40.40884074494018,-54.20722296804219
266,30318.0,-12.73763756511982,-14.880051080341076,-20.91536500363779
267,93906.0,-34.309158590079,-39.68876750348533,-53.033427757350175
268,77346.0,-1.5781319678975152,-2.000306806173532,-3.3516701368394024
269,43123.0,-2.3235730292341863,-2.718353026664025,-3.891987412995593
270,94080.0,-46.392163349001194,-53.51878431191292,-71.43974409746494
271,11706.0,-29.51439768198952,-33.64132947443065,-45.41224984516362
272,60609.0,19.086654929586583,22.366505623526905,28.97436784643929
273,30058.0,9.145692063353883,10.278467557895425,12.956769198049262
274,92703.0,-38.072153773674714,-43.987114246364555,-58.45499825123996
275,30096.0,-15.878709457694908,-18.30580261561237,-24.66971568646497
276,32259.0,-27.281025079512712,-31.758187073507354,-43.30420128771173
277,44256.0,-9.210775006238073,-10.635185414201672,-14.136376352750345
278,95020.0,-43.89182585324669,-50.93976636973769,-68.1798241443364
279,2148.0,-32.66777831553501,-37.67802766480735,-50.38585966283831
280,85301.0,-3.694364923174371,-4.522331756546782,-6.496301859558008
281,33463.0,-14.496684356333612,-16.878855628594707,-23.06915796796832
282,11717.0,-29.001133200731623,-33.08171532133355,-44.3727965967824
283,42101.0,21.667316239550008,24.932494408608626,32.803945774385745
284,33033.0,-19.935298183727,-22.951269630659674,-30.851281012943964
285,98682.0,-23.054288679888266,-26.728611663461344,-36.28300282804202
286,21740.0,4.62821527088999,5.394562993401092,7.132886845027317
287,20878.0,-35.14386241423951,-40.46900597782646,-54.186165250456334
288,29072.0,-8.451442367510296,-9.908131618955299,-13.59365145940835
289,92404.0,-22.013713244272054,-25.757980370228907,-34.67084268539755
290,23322.0,-25.367205544852883,-29.14950677099865,-38.92021195781896
291,19143.0,83.00917188578835,95.57900596275785,127.87478684102182
292,90022.0,-32.61643340619848,-38.18107967841873,-51.07540027711125
293,30135.0,-3.2553779456823784,-3.997837601703149,-6.0854672511233465
294,85383.0,-32.56200971657242,-37.77680976406309,-51.13131802993239
295,91761.0,-34.45914438054911,-39.99413670056963,-53.49611977361528
296,91977.0,-36.772151504686214,-42.35925924993656,-56.75142712059232
297,75043.0,0.39344881740579174,0.325468030142802,-0.3967064635078002
298,92677.0,-49.247467917334134,-56.74921241395547,-75.12079770686627
299,80219.0,-17.459466541886716,-20.38427558799809,-28.01029579195088
300,85308.0,-22.663607121356073,-26.37565508347063,-35.82646127260598
301,32808.0,7.423077920490093,8.596698667638872,10.804441051567975
302,92630.0,-46.466541186225626,-53.467328642753635,-70.57299817382123
303,95758.0,-29.800264130443157,-34.37079396513127,-46.223265894163454
304,40475.0,6.90494874696616,7.810992130963074,10.205360409196283
305,77521.0,12.819488400559345,14.52269171483921,18.812075826622486
306,92346.0,-27.368540692198252,-31.85679715085503,-42.72269056711141
307,38401.0,-8.989365166546815,-10.577356356191164,-14.595764193969114
308,8753.0,-25.195984647133407,-28.905023573044854,-38.23086062160613
309,30188.0,-20.04998592908354,-23.141068461865377,-31.43185255292334
310,32244.0,8.669865400655747,9.81118191681498,12.233584298525805
311,20019.0,-10.81141671774158,-12.696686963138132,-18.084318559715076
312,37122.0,-27.096131293957065,-31.302162401681063,-42.231991181975886
313,90731.0,-37.96773911539318,-44.46982183473692,-59.75982174737287
314,75040.0,2.185320855585735,2.4197705239463128,2.555234410669072
315,77072.0,26.756223577214836,30.65783239809403,40.25557952139795
316,27406.0,24.016609973939584,27.556078008621704,36.63065319532654
317,95206.0,-17.916176863702674,-20.810516521184432,-28.20508138863138
318,60402.0,2.4557016377804497,2.9362294458472746,4.152056073543664
319,95608.0,-28.404411961431567,-32.84278544475057,-44.150516311800665
320,60651.0,11.60732045309525,13.819302721746814,18.845830067006183
321,33313.0,42.32382440433842,48.17072377016026,62.708968492720736
322,30062.0,-26.58509501745818,-30.637413648821312,-41.30259168440454
323,91343.0,-40.08136096776936,-46.590320017320956,-62.185969161781316
324,78249.0,-0.43639083072318474,-0.7527804065106429,-1.7041425066668743
325,84404.0,-16.286804770950617,-18.98874655621054,-25.97118245243763
326,92201.0,-21.737619277694282,-25.245582480227746,-34.33859323227432
327,28215.0,-6.955637501427898,-8.141033742502627,-11.414053166898954
328,92562.0,-34.42450471452732,-39.73273770943479,-53.36720736271632
329,31907.0,63.6636587279798,73.3771214779136,98.09330891553877
330,77373.0,14.165246833758156,16.12206970764094,20.724609940674515
331,77386.0,-9.961817588900086,-11.540311635207305,-16.136060271729104
332,10024.0,-47.65012530816895,-55.306752513861966,-74.52202274642896
333,32818.0,-8.009961684556579,-9.343277454824735,-12.973940363118876
334,29445.0,-2.351442061846558,-2.832787039992515,-4.2831322417473165
335,94806.0,-29.762825453833557,-34.57978216670381,-46.82539564277135
336,48180.0,47.938397481029284,55.32543304530388,73.5894635475385
337,75150.0,8.265632718588657,9.382992855038264,11.580986153304844
338,44035.0,47.268949542819826,54.62135794438291,73.41298502851825
339,92392.0,-19.64417811509199,-22.82522632078004,-30.79296526602307
340,37128.0,-17.478804515054176,-20.18079390817866,-27.49117062281837
341,92627.0,-46.93431953544301,-54.34075298174592,-72.42194941572934
342,96818.0,-27.5002953127732,-32.05263715320715,-43.65312766727738
343,94015.0,-45.79838162450972,-53.01993545952405,-70.81469846837071
344,89123.0,-19.654590154228107,-22.656051718290104,-30.212874084933297
345,93309.0,-6.907288764575415,-8.01124896627903,-10.833695234945557
346,33027.0,-23.517698778746233,-27.318767710281676,-37.13425932845847
347,60619.0,46.694841414658484,54.42775576465781,73.43450136759691
348,10032.0,-28.287292731824465,-32.227020172221145,-43.159284243988104
349,85041.0,-11.272520941371932,-13.221557414132445,-18.282871295872315
350,23456.0,-25.818856693985875,-29.769029558019028,-39.980774929849325
351,75056.0,-23.108759091047087,-26.77025711973856,-36.289881479851836
352,90001.0,-28.611815657446634,-33.55665206355563,-44.891776294266265
353,43026.0,-9.555051280581884,-11.00272312672669,-15.0346761767331
354,90640.0,-37.93201291418161,-44.204763342720376,-58.77716203379959
355,20874.0,-17.316922122371746,-19.97558318150232,-26.96926433914062
356,92020.0,-38.8823706037132,-44.852336264229415,-60.174902430573866
357,93905.0,-32.151837489755756,-37.11679923438623,-49.52976469419103
358,77396.0,10.142366281115681,11.547308784952326,14.73440574974741
359,74012.0,11.01413858349295,12.619205329301955,16.42404978617584
360,94501.0,-45.40657948492547,-52.547594080463064,-70.64896857808014
361,95127.0,-44.997912118292376,-52.060869165719545,-68.99820962121203
362,60638.0,-0.3964036266890244,-0.3247641666952608,-0.25607670635322877
363,11550.0,-29.206640137202697,-33.37765099171735,-44.087545351990634
364,85345.0,-11.106305326724657,-13.060381906378618,-18.068985966655095
365,34744.0,-14.005329053937691,-16.232493464950092,-22.36827495413115
366,90660.0,-35.83721821297739,-41.804132019543054,-55.617689375581705
367,21117.0,-12.032722680266744,-13.899953176619324,-18.955303038464262
368,95014.0,-55.86759102712888,-64.60463763325278,-85.33232971630585
369,77375.0,-6.937187261411647,-8.113379868413292,-11.436110472938521
370,11216.0,-43.70323269023389,-50.186963445125336,-67.52932972641592
371,92115.0,-39.52313890058564,-45.511749950105106,-61.07106039562138
372,43130.0,12.963917261683283,15.127098161133496,20.224205851199724
373,95828.0,-20.242621532440413,-23.42148871217824,-31.68766398299799
374,33178.0,-28.671997944564538,-32.97767916378835,-44.275203283198515
375,37129.0,-17.39078556179219,-20.037158102971212,-27.31577522705797
376,8854.0,-28.35081423339507,-32.326616367444714,-42.600844197226124
377,10701.0,-29.840996099321835,-34.24689594118131,-45.90378244531576
378,19149.0,21.535097788384984,24.648121939429178,32.79087621486669
379,10023.0,-47.45257000333487,-55.12730278294587,-73.69316212975794
380,37064.0,-39.680945248506355,-45.84583066217632,-61.42410864002496
381,93313.0,-15.689786607610598,-18.13193530538164,-24.452115258950364
382,7093.0,-17.23475572647674,-19.831951889428638,-26.561557552680096
383,92571.0,-25.761745468743907,-29.794068808782598,-40.07513030549487
384,30331.0,4.14175150110167,4.547482195531079,5.122271748107833
385,2155.0,-38.59306069146013,-44.37935647685697,-59.2340977430151
386,78745.0,-19.130863007343546,-22.424437181480545,-31.058183103221314
387,44060.0,9.401938955050916,10.903262586928355,14.637101769736285
388,10950.0,-25.463112752736688,-29.35284142467959,-39.60121000569921
389,30144.0,-13.031764601962733,-15.064305489023711,-20.738810031771287
390,90019.0,-45.004085447158126,-52.92028836739749,-71.47294302723762
391,77077.0,-13.489412211373661,-15.547581594949904,-21.414367967415505
392,91702.0,-34.85379671567475,-40.45583655266136,-53.84092931433166
393,92324.0,-23.616821967192323,-27.588395367985882,-36.99151470336493
394,78253.0,-5.521958294740129,-6.744222601767606,-9.690904048510884
395,93291.0,-16.449181445193943,-19.051987383190554,-25.72609481723383
396,30101.0,-18.159286528388577,-21.039000692850273,-28.733994759225677
397,85033.0,-5.884151225333657,-6.947939021049156,-9.65474034996118
398,6010.0,-3.146555139077297,-3.2466311843559867,-4.061160505135582
399,75227.0,20.139142563632312,23.238849926494733,30.088997324642865
400,11238.0,-44.38311672083374,-51.14502673245193,-68.80519159407035
401,37130.0,-9.034253684357372,-10.421576012249334,-14.579753878579702
402,20147.0,-36.238613624212235,-41.722057179415884,-55.773875982699494
403,48823.0,0.9856439193773988,1.3385451871206364,1.8375594781388138
404,75071.0,-25.34724246956159,-29.306717494855626,-39.93213335720126
405,23320.0,-10.350131079439704,-11.847314931722059,-15.923381228574563
406,95051.0,-52.39767158328127,-60.57746228502968,-79.51725618740298
407,92647.0,-46.22205173249456,-53.35406285484546,-70.81564517595508
408,7047.0,-30.74804907459259,-34.85301039541938,-45.94051934616114
409,21122.0,-18.410525414063056,-21.2199411430926,-28.677563611817398
410,7002.0,-29.068260559865134,-33.19076840828904,-43.69526579086834
411,11435.0,-27.98654509392465,-32.030621091482,-42.50888024540879
412,10460.0,-18.84886770282101,-21.547181677240705,-29.119500374000705
413,7111.0,-12.183987841160233,-13.784759295224594,-18.629769095203457
